,Mood_Swings_High,Mood_Swings_Low,Mood_Swings_Medium
3047,FALSE,TRUE,FALSE
3048,FALSE,TRUE,FALSE
3049,FALSE,TRUE,FALSE
3050,FALSE,TRUE,FALSE
3051,FALSE,FALSE,TRUE
3052,FALSE,TRUE,FALSE
3053,FALSE,TRUE,FALSE
3054,TRUE,FALSE,FALSE
3055,TRUE,FALSE,FALSE
3056,FALSE,FALSE,FALSE
3057,FALSE,FALSE,TRUE
3058,FALSE,FALSE,TRUE
3059,FALSE,TRUE,FALSE
3060,FALSE,TRUE,FALSE
3061,FALSE,TRUE,FALSE
3062,FALSE,FALSE,TRUE
3063,FALSE,TRUE,FALSE
3064,FALSE,FALSE,TRUE
3065,FALSE,FALSE,TRUE
3066,TRUE,FALSE,FALSE
3067,TRUE,FALSE,FALSE
3068,TRUE,FALSE,FALSE
3069,FALSE,FALSE,TRUE
3070,TRUE,FALSE,FALSE
3071,FALSE,FALSE,TRUE
3072,FALSE,FALSE,TRUE
3073,FALSE,TRUE,FALSE
3074,FALSE,TRUE,FALSE
3075,TRUE,FALSE,FALSE
3076,TRUE,FALSE,FALSE
3077,FALSE,TRUE,FALSE
3078,FALSE,FALSE,TRUE
3079,TRUE,FALSE,FALSE
3080,TRUE,FALSE,FALSE
3081,FALSE,TRUE,FALSE
3082,TRUE,FALSE,FALSE
3083,TRUE,FALSE,FALSE
3084,FALSE,FALSE,TRUE
3085,TRUE,FALSE,FALSE
3086,TRUE,FALSE,FALSE
3087,FALSE,FALSE,TRUE
3088,FALSE,TRUE,FALSE
3089,FALSE,FALSE,TRUE
3090,TRUE,FALSE,FALSE
3091,FALSE,FALSE,TRUE
3092,FALSE,TRUE,FALSE
3093,FALSE,FALSE,TRUE
3094,FALSE,FALSE,TRUE
3095,FALSE,FALSE,TRUE
3096,FALSE,TRUE,FALSE
3097,FALSE,TRUE,FALSE
3098,FALSE,FALSE,TRUE
3099,FALSE,FALSE,TRUE
3100,TRUE,FALSE,FALSE
3101,TRUE,FALSE,FALSE
3102,FALSE,TRUE,FALSE
3103,TRUE,FALSE,FALSE
3104,FALSE,TRUE,FALSE
3105,FALSE,TRUE,FALSE
3106,TRUE,FALSE,FALSE
3107,FALSE,TRUE,FALSE
3108,FALSE,TRUE,FALSE
3109,TRUE,FALSE,FALSE
3110,FALSE,TRUE,FALSE
3111,FALSE,FALSE,TRUE
3112,FALSE,TRUE,FALSE
3113,FALSE,FALSE,TRUE
3114,TRUE,FALSE,FALSE
3115,FALSE,TRUE,FALSE
3116,TRUE,FALSE,FALSE
3117,FALSE,TRUE,FALSE
3118,FALSE,FALSE,TRUE
3119,TRUE,FALSE,FALSE
3120,FALSE,TRUE,FALSE
3121,FALSE,TRUE,FALSE
3122,TRUE,FALSE,FALSE
3123,FALSE,FALSE,FALSE
3124,TRUE,FALSE,FALSE
3125,TRUE,FALSE,FALSE
3126,TRUE,FALSE,FALSE
3127,TRUE,FALSE,FALSE
3128,FALSE,TRUE,FALSE
3129,FALSE,FALSE,TRUE
3130,FALSE,TRUE,FALSE
3131,FALSE,TRUE,FALSE
3132,FALSE,FALSE,TRUE
3133,FALSE,TRUE,FALSE
3134,FALSE,TRUE,FALSE
3135,FALSE,TRUE,FALSE
3136,FALSE,TRUE,FALSE
3137,TRUE,FALSE,FALSE
3138,FALSE,TRUE,FALSE
3139,TRUE,FALSE,FALSE
3140,FALSE,FALSE,TRUE
3141,FALSE,TRUE,FALSE
3142,FALSE,TRUE,FALSE
3143,TRUE,FALSE,FALSE
3144,FALSE,TRUE,FALSE
3145,FALSE,FALSE,TRUE
3146,TRUE,FALSE,FALSE
3147,FALSE,TRUE,FALSE
3148,FALSE,TRUE,FALSE
3149,FALSE,TRUE,FALSE
3150,FALSE,TRUE,FALSE
3151,FALSE,TRUE,FALSE
3152,FALSE,TRUE,FALSE
3153,FALSE,FALSE,TRUE
3154,TRUE,FALSE,FALSE
3155,FALSE,TRUE,FALSE
3156,FALSE,FALSE,TRUE
3157,FALSE,TRUE,FALSE
3158,FALSE,FALSE,TRUE
3159,FALSE,FALSE,TRUE
3160,TRUE,FALSE,FALSE
3161,TRUE,FALSE,FALSE
3162,FALSE,TRUE,FALSE
3163,TRUE,FALSE,FALSE
3164,TRUE,FALSE,FALSE
3165,FALSE,FALSE,FALSE
3166,FALSE,TRUE,FALSE
3167,FALSE,TRUE,FALSE
3168,FALSE,FALSE,TRUE
3169,TRUE,FALSE,FALSE
3170,FALSE,TRUE,FALSE
3171,FALSE,FALSE,TRUE
3172,FALSE,FALSE,TRUE
3173,FALSE,FALSE,TRUE
3174,TRUE,FALSE,FALSE
3175,TRUE,FALSE,FALSE
3176,TRUE,FALSE,FALSE
3177,TRUE,FALSE,FALSE
3178,FALSE,TRUE,FALSE
3179,TRUE,FALSE,FALSE
3180,FALSE,TRUE,FALSE
3181,TRUE,FALSE,FALSE
3182,FALSE,TRUE,FALSE
3183,TRUE,FALSE,FALSE
3184,FALSE,TRUE,FALSE
3185,TRUE,FALSE,FALSE
3186,FALSE,FALSE,TRUE
3187,FALSE,FALSE,TRUE
3188,FALSE,TRUE,FALSE
3189,TRUE,FALSE,FALSE
3190,FALSE,FALSE,TRUE
3191,FALSE,FALSE,TRUE
3192,FALSE,TRUE,FALSE
3193,TRUE,FALSE,FALSE
3194,TRUE,FALSE,FALSE
3195,TRUE,FALSE,FALSE
3196,TRUE,FALSE,FALSE
3197,TRUE,FALSE,FALSE
3198,TRUE,FALSE,FALSE
3199,TRUE,FALSE,FALSE
3200,FALSE,FALSE,TRUE
3201,TRUE,FALSE,FALSE
3202,FALSE,TRUE,FALSE
3203,FALSE,TRUE,FALSE
3204,TRUE,FALSE,FALSE
3205,TRUE,FALSE,FALSE
3206,FALSE,TRUE,FALSE
3207,FALSE,TRUE,FALSE
3208,TRUE,FALSE,FALSE
3209,FALSE,TRUE,FALSE
3210,FALSE,TRUE,FALSE
3211,FALSE,FALSE,TRUE
3212,FALSE,FALSE,TRUE
3213,TRUE,FALSE,FALSE
3214,FALSE,FALSE,TRUE
3215,TRUE,FALSE,FALSE
3216,FALSE,FALSE,TRUE
3217,FALSE,FALSE,TRUE
3218,TRUE,FALSE,FALSE
3219,TRUE,FALSE,FALSE
3220,FALSE,TRUE,FALSE
3221,FALSE,FALSE,TRUE
3222,FALSE,FALSE,TRUE
3223,FALSE,TRUE,FALSE
3224,FALSE,TRUE,FALSE
3225,FALSE,TRUE,FALSE
3226,TRUE,FALSE,FALSE
3227,FALSE,TRUE,FALSE
3228,TRUE,FALSE,FALSE
3229,FALSE,TRUE,FALSE
3230,TRUE,FALSE,FALSE
3231,FALSE,TRUE,FALSE
3232,FALSE,FALSE,TRUE
3233,TRUE,FALSE,FALSE
3234,FALSE,FALSE,TRUE
3235,TRUE,FALSE,FALSE
3236,FALSE,FALSE,TRUE
3237,FALSE,FALSE,TRUE
3238,TRUE,FALSE,FALSE
3239,TRUE,FALSE,FALSE
3240,FALSE,FALSE,TRUE
3241,TRUE,FALSE,FALSE
3242,FALSE,TRUE,FALSE
3243,FALSE,TRUE,FALSE
3244,FALSE,FALSE,TRUE
3245,FALSE,TRUE,FALSE
3246,FALSE,FALSE,TRUE
3247,FALSE,TRUE,FALSE
3248,FALSE,FALSE,TRUE
3249,FALSE,FALSE,TRUE
3250,FALSE,TRUE,FALSE
3251,TRUE,FALSE,FALSE
3252,FALSE,FALSE,TRUE
3253,TRUE,FALSE,FALSE
3254,TRUE,FALSE,FALSE
3255,FALSE,FALSE,TRUE
3256,TRUE,FALSE,FALSE
3257,FALSE,FALSE,TRUE
3258,FALSE,TRUE,FALSE
3259,FALSE,FALSE,TRUE
3260,TRUE,FALSE,FALSE
3261,TRUE,FALSE,FALSE
3262,TRUE,FALSE,FALSE
3263,TRUE,FALSE,FALSE
3264,FALSE,FALSE,TRUE
3265,FALSE,TRUE,FALSE
3266,FALSE,TRUE,FALSE
3267,TRUE,FALSE,FALSE
3268,TRUE,FALSE,FALSE
3269,FALSE,FALSE,TRUE
3270,TRUE,FALSE,FALSE
3271,FALSE,FALSE,TRUE
3272,TRUE,FALSE,FALSE
3273,FALSE,TRUE,FALSE
3274,FALSE,TRUE,FALSE
3275,FALSE,FALSE,TRUE
3276,FALSE,TRUE,FALSE
3277,FALSE,TRUE,FALSE
3278,FALSE,TRUE,FALSE
3279,FALSE,TRUE,FALSE
3280,FALSE,TRUE,FALSE
3281,FALSE,FALSE,TRUE
3282,FALSE,TRUE,FALSE
3283,FALSE,TRUE,FALSE
3284,FALSE,TRUE,FALSE
3285,TRUE,FALSE,FALSE
3286,TRUE,FALSE,FALSE
3287,TRUE,FALSE,FALSE
3288,FALSE,FALSE,TRUE
3289,TRUE,FALSE,FALSE
3290,TRUE,FALSE,FALSE
3291,TRUE,FALSE,FALSE
3292,FALSE,FALSE,TRUE
3293,FALSE,FALSE,TRUE
3294,FALSE,FALSE,TRUE
3295,FALSE,TRUE,FALSE
3296,FALSE,TRUE,FALSE
3297,FALSE,TRUE,FALSE
3298,FALSE,FALSE,TRUE
3299,FALSE,FALSE,TRUE
3300,FALSE,TRUE,FALSE
3301,FALSE,TRUE,FALSE
3302,TRUE,FALSE,FALSE
3303,FALSE,TRUE,FALSE
3304,FALSE,TRUE,FALSE
3305,FALSE,FALSE,TRUE
3306,FALSE,FALSE,TRUE
3307,FALSE,TRUE,FALSE
3308,TRUE,FALSE,FALSE
3309,TRUE,FALSE,FALSE
3310,FALSE,FALSE,TRUE
3311,TRUE,FALSE,FALSE
3312,FALSE,TRUE,FALSE
3313,FALSE,FALSE,TRUE
3314,FALSE,TRUE,FALSE
3315,TRUE,FALSE,FALSE
3316,TRUE,FALSE,FALSE
3317,TRUE,FALSE,FALSE
3318,TRUE,FALSE,FALSE
3319,FALSE,TRUE,FALSE
3320,FALSE,FALSE,TRUE
3321,FALSE,FALSE,TRUE
3322,FALSE,FALSE,TRUE
3323,FALSE,TRUE,FALSE
3324,TRUE,FALSE,FALSE
3325,TRUE,FALSE,FALSE
3326,TRUE,FALSE,FALSE
3327,TRUE,FALSE,FALSE
3328,FALSE,TRUE,FALSE
3329,TRUE,FALSE,FALSE
3330,FALSE,TRUE,FALSE
3331,FALSE,FALSE,TRUE
3332,FALSE,TRUE,FALSE
3333,TRUE,FALSE,FALSE
3334,TRUE,FALSE,FALSE
3335,FALSE,TRUE,FALSE
3336,FALSE,TRUE,FALSE
3337,TRUE,FALSE,FALSE
3338,FALSE,FALSE,TRUE
3339,TRUE,FALSE,FALSE
3340,FALSE,TRUE,FALSE
3341,TRUE,FALSE,FALSE
3342,FALSE,FALSE,TRUE
3343,FALSE,FALSE,TRUE
3344,FALSE,TRUE,FALSE
3345,FALSE,TRUE,FALSE
3346,FALSE,TRUE,FALSE
3347,FALSE,FALSE,TRUE
3348,FALSE,TRUE,FALSE
3349,FALSE,FALSE,TRUE
3350,TRUE,FALSE,FALSE
3351,FALSE,FALSE,TRUE
3352,TRUE,FALSE,FALSE
3353,FALSE,FALSE,TRUE
3354,FALSE,TRUE,FALSE
3355,FALSE,FALSE,TRUE
3356,FALSE,FALSE,TRUE
3357,TRUE,FALSE,FALSE
3358,FALSE,FALSE,TRUE
3359,TRUE,FALSE,FALSE
3360,FALSE,FALSE,TRUE
3361,FALSE,FALSE,TRUE
3362,FALSE,FALSE,TRUE
3363,TRUE,FALSE,FALSE
3364,FALSE,TRUE,FALSE
3365,TRUE,FALSE,FALSE
3366,FALSE,TRUE,FALSE
3367,FALSE,TRUE,FALSE
3368,TRUE,FALSE,FALSE
3369,TRUE,FALSE,FALSE
3370,FALSE,TRUE,FALSE
3371,FALSE,TRUE,FALSE
3372,TRUE,FALSE,FALSE
3373,TRUE,FALSE,FALSE
3374,FALSE,FALSE,TRUE
3375,TRUE,FALSE,FALSE
3376,FALSE,FALSE,TRUE
3377,TRUE,FALSE,FALSE
3378,TRUE,FALSE,FALSE
3379,TRUE,FALSE,FALSE
3380,FALSE,FALSE,TRUE
3381,FALSE,TRUE,FALSE
3382,TRUE,FALSE,FALSE
3383,FALSE,FALSE,TRUE
3384,FALSE,FALSE,TRUE
3385,FALSE,TRUE,TRUE
3386,TRUE,FALSE,FALSE
3387,TRUE,FALSE,FALSE
3388,FALSE,TRUE,FALSE
3389,TRUE,FALSE,FALSE
3390,FALSE,FALSE,TRUE
3391,TRUE,FALSE,FALSE
3392,FALSE,FALSE,TRUE
3393,TRUE,FALSE,FALSE
3394,FALSE,TRUE,FALSE
3395,FALSE,TRUE,FALSE
3396,FALSE,FALSE,TRUE
3397,FALSE,FALSE,TRUE
3398,FALSE,TRUE,FALSE
3399,TRUE,FALSE,FALSE
3400,FALSE,TRUE,FALSE
3401,FALSE,FALSE,TRUE
3402,TRUE,FALSE,FALSE
3403,TRUE,FALSE,FALSE
3404,FALSE,FALSE,TRUE
3405,TRUE,FALSE,FALSE
3406,FALSE,FALSE,TRUE
3407,FALSE,FALSE,TRUE
3408,FALSE,TRUE,FALSE
3409,TRUE,FALSE,FALSE
3410,FALSE,TRUE,FALSE
3411,FALSE,FALSE,TRUE
3412,TRUE,FALSE,FALSE
3413,TRUE,FALSE,FALSE
3414,TRUE,FALSE,FALSE
3415,FALSE,TRUE,FALSE
3416,FALSE,FALSE,TRUE
3417,FALSE,FALSE,TRUE
3418,TRUE,FALSE,FALSE
3419,TRUE,FALSE,FALSE
3420,FALSE,FALSE,TRUE
3421,TRUE,FALSE,FALSE
3422,FALSE,FALSE,TRUE
3423,FALSE,TRUE,FALSE
3424,FALSE,FALSE,TRUE
3425,FALSE,FALSE,TRUE
3426,FALSE,FALSE,TRUE
3427,FALSE,TRUE,FALSE
3428,FALSE,FALSE,TRUE
3429,FALSE,TRUE,FALSE
3430,TRUE,FALSE,FALSE
3431,FALSE,FALSE,TRUE
3432,TRUE,FALSE,FALSE
3433,FALSE,FALSE,TRUE
3434,TRUE,FALSE,FALSE
3435,TRUE,FALSE,FALSE
3436,FALSE,TRUE,FALSE
3437,FALSE,TRUE,FALSE
3438,TRUE,FALSE,FALSE
3439,TRUE,FALSE,FALSE
3440,TRUE,FALSE,FALSE
3441,FALSE,FALSE,TRUE
3442,FALSE,TRUE,FALSE
3443,FALSE,TRUE,FALSE
3444,TRUE,FALSE,FALSE
3445,FALSE,FALSE,TRUE
3446,FALSE,FALSE,TRUE
3447,FALSE,FALSE,TRUE
3448,FALSE,TRUE,FALSE
3449,FALSE,TRUE,FALSE
3450,FALSE,FALSE,TRUE
3451,FALSE,FALSE,FALSE
3452,FALSE,TRUE,FALSE
3453,TRUE,FALSE,FALSE
3454,FALSE,FALSE,TRUE
3455,FALSE,TRUE,FALSE
3456,FALSE,TRUE,FALSE
3457,FALSE,FALSE,TRUE
3458,TRUE,FALSE,FALSE
3459,FALSE,FALSE,TRUE
3460,FALSE,FALSE,TRUE
3461,FALSE,FALSE,TRUE
3462,FALSE,TRUE,FALSE
3463,FALSE,FALSE,TRUE
3464,FALSE,FALSE,TRUE
3465,FALSE,TRUE,FALSE
3466,FALSE,TRUE,FALSE
3467,FALSE,TRUE,FALSE
3468,FALSE,TRUE,FALSE
3469,FALSE,FALSE,TRUE
3470,FALSE,TRUE,FALSE
3471,FALSE,TRUE,FALSE
3472,FALSE,FALSE,TRUE
3473,FALSE,FALSE,TRUE
3474,FALSE,TRUE,FALSE
3475,FALSE,FALSE,TRUE
3476,TRUE,FALSE,FALSE
3477,FALSE,TRUE,FALSE
3478,FALSE,TRUE,FALSE
3479,FALSE,TRUE,FALSE
3480,FALSE,TRUE,FALSE
3481,FALSE,TRUE,FALSE
3482,FALSE,FALSE,TRUE
3483,FALSE,FALSE,TRUE
3484,FALSE,TRUE,FALSE
3485,FALSE,FALSE,TRUE
3486,FALSE,FALSE,TRUE
3487,FALSE,FALSE,TRUE
3488,TRUE,FALSE,FALSE
3489,FALSE,FALSE,TRUE
3490,FALSE,TRUE,FALSE
3491,FALSE,FALSE,TRUE
3492,FALSE,FALSE,TRUE
3493,FALSE,FALSE,TRUE
3494,TRUE,FALSE,FALSE
3495,TRUE,FALSE,FALSE
3496,FALSE,FALSE,TRUE
3497,TRUE,FALSE,FALSE
3498,TRUE,FALSE,FALSE
3499,TRUE,FALSE,FALSE
3500,FALSE,TRUE,FALSE
3501,FALSE,TRUE,FALSE
3502,FALSE,TRUE,FALSE
3503,TRUE,FALSE,FALSE
3504,FALSE,TRUE,FALSE
3505,FALSE,FALSE,TRUE
3506,TRUE,FALSE,FALSE
3507,FALSE,TRUE,FALSE
3508,FALSE,FALSE,TRUE
3509,FALSE,FALSE,TRUE
3510,TRUE,FALSE,FALSE
3511,FALSE,TRUE,FALSE
3512,TRUE,FALSE,FALSE
3513,FALSE,FALSE,TRUE
3514,FALSE,FALSE,TRUE
3515,FALSE,TRUE,FALSE
3516,TRUE,FALSE,FALSE
3517,FALSE,TRUE,FALSE
3518,FALSE,TRUE,FALSE
3519,FALSE,FALSE,TRUE
3520,FALSE,FALSE,TRUE
3521,FALSE,FALSE,TRUE
3522,FALSE,FALSE,TRUE
3523,FALSE,TRUE,FALSE
3524,FALSE,TRUE,FALSE
3525,FALSE,TRUE,FALSE
3526,FALSE,FALSE,TRUE
3527,TRUE,FALSE,FALSE
3528,FALSE,FALSE,TRUE
3529,FALSE,TRUE,FALSE
3530,FALSE,FALSE,TRUE
3531,FALSE,FALSE,TRUE
3532,FALSE,TRUE,FALSE
3533,FALSE,TRUE,FALSE
3534,TRUE,FALSE,FALSE
3535,FALSE,TRUE,FALSE
3536,FALSE,FALSE,TRUE
3537,FALSE,FALSE,TRUE
3538,TRUE,FALSE,FALSE
3539,TRUE,FALSE,FALSE
3540,FALSE,FALSE,TRUE
3541,FALSE,FALSE,TRUE
3542,FALSE,TRUE,FALSE
3543,FALSE,FALSE,TRUE
3544,FALSE,FALSE,TRUE
3545,FALSE,FALSE,TRUE
3546,FALSE,TRUE,FALSE
3547,TRUE,FALSE,FALSE
3548,TRUE,FALSE,FALSE
3549,FALSE,FALSE,TRUE
3550,FALSE,FALSE,TRUE
3551,FALSE,FALSE,TRUE
3552,FALSE,FALSE,TRUE
3553,FALSE,TRUE,FALSE
3554,TRUE,FALSE,FALSE
3555,FALSE,TRUE,FALSE
3556,TRUE,FALSE,FALSE
3557,FALSE,FALSE,TRUE
3558,FALSE,FALSE,TRUE
3559,FALSE,TRUE,FALSE
3560,TRUE,FALSE,FALSE
3561,FALSE,FALSE,TRUE
3562,FALSE,TRUE,FALSE
3563,FALSE,FALSE,TRUE
3564,TRUE,FALSE,FALSE
3565,TRUE,FALSE,FALSE
3566,FALSE,TRUE,FALSE
3567,TRUE,FALSE,FALSE
3568,FALSE,FALSE,TRUE
3569,TRUE,FALSE,FALSE
3570,FALSE,FALSE,TRUE
3571,FALSE,FALSE,TRUE
3572,FALSE,FALSE,TRUE
3573,FALSE,TRUE,FALSE
3574,FALSE,FALSE,TRUE
3575,FALSE,TRUE,FALSE
3576,FALSE,TRUE,FALSE
3577,FALSE,FALSE,TRUE
3578,FALSE,TRUE,FALSE
3579,FALSE,FALSE,TRUE
3580,TRUE,FALSE,FALSE
3581,FALSE,TRUE,FALSE
3582,FALSE,FALSE,TRUE
3583,FALSE,TRUE,FALSE
3584,TRUE,FALSE,FALSE
3585,FALSE,FALSE,TRUE
3586,TRUE,FALSE,FALSE
3587,FALSE,TRUE,FALSE
3588,FALSE,TRUE,FALSE
3589,FALSE,FALSE,TRUE
3590,FALSE,FALSE,TRUE
3591,TRUE,FALSE,FALSE
3592,FALSE,TRUE,FALSE
3593,FALSE,TRUE,FALSE
3594,FALSE,TRUE,FALSE
3595,TRUE,FALSE,FALSE
3596,TRUE,FALSE,FALSE
3597,FALSE,FALSE,TRUE
3598,FALSE,TRUE,FALSE
3599,FALSE,TRUE,FALSE
3600,TRUE,FALSE,FALSE
3601,FALSE,FALSE,TRUE
3602,TRUE,FALSE,FALSE
3603,FALSE,FALSE,TRUE
3604,FALSE,TRUE,FALSE
3605,TRUE,FALSE,FALSE
3606,FALSE,FALSE,TRUE
3607,FALSE,TRUE,FALSE
3608,FALSE,FALSE,TRUE
3609,TRUE,FALSE,FALSE
3610,FALSE,FALSE,TRUE
3611,TRUE,FALSE,FALSE
3612,FALSE,FALSE,TRUE
3613,TRUE,FALSE,FALSE
3614,FALSE,TRUE,FALSE
3615,TRUE,FALSE,FALSE
3616,TRUE,FALSE,FALSE
3617,TRUE,FALSE,FALSE
3618,FALSE,TRUE,FALSE
3619,FALSE,TRUE,FALSE
3620,FALSE,TRUE,FALSE
3621,FALSE,FALSE,TRUE
3622,FALSE,TRUE,FALSE
3623,TRUE,FALSE,FALSE
3624,FALSE,TRUE,FALSE
3625,FALSE,FALSE,TRUE
3626,FALSE,TRUE,FALSE
3627,FALSE,TRUE,FALSE
3628,FALSE,FALSE,TRUE
3629,TRUE,FALSE,FALSE
3630,TRUE,FALSE,FALSE
3631,FALSE,TRUE,FALSE
3632,FALSE,FALSE,TRUE
3633,FALSE,FALSE,TRUE
3634,FALSE,TRUE,FALSE
3635,FALSE,FALSE,TRUE
3636,TRUE,FALSE,FALSE
3637,TRUE,FALSE,FALSE
3638,FALSE,TRUE,FALSE
3639,FALSE,TRUE,FALSE
3640,TRUE,FALSE,FALSE
3641,TRUE,FALSE,FALSE
3642,TRUE,FALSE,FALSE
3643,FALSE,TRUE,FALSE
3644,FALSE,FALSE,TRUE
3645,FALSE,FALSE,TRUE
3646,FALSE,TRUE,FALSE
3647,FALSE,TRUE,FALSE
3648,FALSE,TRUE,FALSE
3649,FALSE,FALSE,TRUE
3650,TRUE,FALSE,FALSE
3651,TRUE,FALSE,FALSE
3652,FALSE,FALSE,TRUE
3653,FALSE,FALSE,TRUE
3654,FALSE,TRUE,FALSE
3655,TRUE,FALSE,FALSE
3656,TRUE,FALSE,FALSE
3657,FALSE,FALSE,TRUE
3658,FALSE,FALSE,TRUE
3659,TRUE,FALSE,FALSE
3660,TRUE,FALSE,FALSE
3661,FALSE,TRUE,FALSE
3662,FALSE,TRUE,FALSE
3663,TRUE,FALSE,FALSE
3664,TRUE,FALSE,FALSE
3665,FALSE,TRUE,FALSE
3666,FALSE,TRUE,FALSE
3667,FALSE,FALSE,TRUE
3668,FALSE,TRUE,FALSE
3669,FALSE,TRUE,FALSE
3670,FALSE,TRUE,FALSE
3671,FALSE,TRUE,FALSE
3672,FALSE,FALSE,TRUE
3673,FALSE,TRUE,FALSE
3674,FALSE,FALSE,TRUE
3675,FALSE,FALSE,TRUE
3676,FALSE,TRUE,FALSE
3677,FALSE,TRUE,FALSE
3678,FALSE,TRUE,FALSE
3679,FALSE,FALSE,TRUE
3680,TRUE,FALSE,FALSE
3681,FALSE,FALSE,TRUE
3682,FALSE,TRUE,FALSE
3683,FALSE,FALSE,TRUE
3684,FALSE,FALSE,TRUE
3685,FALSE,TRUE,FALSE
3686,TRUE,FALSE,FALSE
3687,FALSE,TRUE,FALSE
3688,FALSE,FALSE,TRUE
3689,TRUE,FALSE,FALSE
3690,FALSE,TRUE,FALSE
3691,FALSE,FALSE,TRUE
3692,FALSE,TRUE,FALSE
3693,FALSE,TRUE,FALSE
3694,FALSE,TRUE,FALSE
3695,FALSE,FALSE,TRUE
3696,FALSE,TRUE,FALSE
3697,TRUE,FALSE,FALSE
3698,TRUE,FALSE,FALSE
3699,TRUE,FALSE,FALSE
3700,FALSE,FALSE,TRUE
3701,TRUE,FALSE,FALSE
3702,FALSE,FALSE,TRUE
3703,FALSE,FALSE,TRUE
3704,TRUE,FALSE,FALSE
3705,FALSE,TRUE,FALSE
3706,TRUE,FALSE,FALSE
3707,FALSE,TRUE,FALSE
3708,FALSE,TRUE,FALSE
3709,FALSE,TRUE,FALSE
3710,TRUE,FALSE,FALSE
3711,TRUE,FALSE,FALSE
3712,FALSE,TRUE,FALSE
3713,TRUE,FALSE,FALSE
3714,FALSE,FALSE,TRUE
3715,TRUE,FALSE,FALSE
3716,TRUE,FALSE,FALSE
3717,FALSE,FALSE,TRUE
3718,TRUE,FALSE,FALSE
3719,TRUE,FALSE,FALSE
3720,FALSE,TRUE,FALSE
3721,FALSE,TRUE,FALSE
3722,TRUE,FALSE,FALSE
3723,FALSE,TRUE,FALSE
3724,FALSE,FALSE,TRUE
3725,TRUE,FALSE,FALSE
3726,FALSE,FALSE,TRUE
3727,FALSE,TRUE,FALSE
3728,TRUE,FALSE,FALSE
3729,FALSE,TRUE,FALSE
3730,FALSE,TRUE,FALSE
3731,FALSE,FALSE,TRUE
3732,FALSE,FALSE,TRUE
3733,FALSE,TRUE,FALSE
3734,TRUE,FALSE,FALSE
3735,TRUE,FALSE,FALSE
3736,FALSE,TRUE,FALSE
3737,TRUE,FALSE,FALSE
3738,TRUE,FALSE,FALSE
3739,TRUE,FALSE,FALSE
3740,FALSE,FALSE,TRUE
3741,TRUE,FALSE,FALSE
3742,FALSE,TRUE,FALSE
3743,TRUE,FALSE,FALSE
3744,FALSE,FALSE,TRUE
3745,TRUE,FALSE,FALSE
3746,FALSE,FALSE,TRUE
3747,FALSE,TRUE,FALSE
3748,FALSE,TRUE,FALSE
3749,FALSE,FALSE,TRUE
3750,FALSE,FALSE,TRUE
3751,TRUE,FALSE,FALSE
3752,FALSE,TRUE,FALSE
3753,FALSE,FALSE,TRUE
3754,FALSE,FALSE,TRUE
3755,FALSE,TRUE,FALSE
3756,FALSE,TRUE,FALSE
3757,FALSE,FALSE,TRUE
3758,FALSE,FALSE,TRUE
3759,FALSE,FALSE,TRUE
3760,FALSE,FALSE,TRUE
3761,FALSE,TRUE,FALSE
3762,TRUE,FALSE,FALSE
3763,TRUE,FALSE,FALSE
3764,FALSE,TRUE,FALSE
3765,FALSE,TRUE,FALSE
3766,FALSE,FALSE,TRUE
3767,FALSE,TRUE,FALSE
3768,FALSE,TRUE,FALSE
3769,FALSE,FALSE,TRUE
3770,TRUE,FALSE,FALSE
3771,TRUE,FALSE,FALSE
3772,FALSE,TRUE,FALSE
3773,TRUE,FALSE,FALSE
3774,TRUE,FALSE,FALSE
3775,FALSE,TRUE,FALSE
3776,FALSE,FALSE,TRUE
3777,FALSE,FALSE,TRUE
3778,TRUE,FALSE,FALSE
3779,FALSE,FALSE,TRUE
3780,FALSE,TRUE,FALSE
3781,FALSE,TRUE,FALSE
3782,FALSE,TRUE,FALSE
3783,FALSE,FALSE,TRUE
3784,TRUE,FALSE,FALSE
3785,FALSE,TRUE,FALSE
3786,FALSE,FALSE,TRUE
3787,FALSE,FALSE,TRUE
3788,FALSE,FALSE,TRUE
3789,TRUE,FALSE,FALSE
3790,FALSE,FALSE,TRUE
3791,FALSE,FALSE,TRUE
3792,FALSE,TRUE,FALSE
3793,FALSE,TRUE,FALSE
3794,FALSE,FALSE,TRUE
3795,TRUE,FALSE,FALSE
3796,FALSE,TRUE,FALSE
3797,TRUE,FALSE,FALSE
3798,TRUE,FALSE,FALSE
3799,FALSE,FALSE,TRUE
3800,FALSE,FALSE,TRUE
3801,FALSE,FALSE,TRUE
3802,FALSE,FALSE,TRUE
3803,FALSE,FALSE,TRUE
3804,TRUE,FALSE,FALSE
3805,FALSE,FALSE,TRUE
3806,FALSE,FALSE,TRUE
3807,TRUE,FALSE,FALSE
3808,FALSE,FALSE,TRUE
3809,FALSE,TRUE,FALSE
3810,FALSE,TRUE,FALSE
3811,FALSE,FALSE,TRUE
3812,FALSE,FALSE,TRUE
3813,FALSE,TRUE,FALSE
3814,FALSE,TRUE,FALSE
3815,FALSE,TRUE,FALSE
3816,TRUE,FALSE,FALSE
3817,FALSE,TRUE,FALSE
3818,TRUE,FALSE,FALSE
3819,TRUE,FALSE,FALSE
3820,TRUE,FALSE,FALSE
3821,FALSE,TRUE,FALSE
